Iterations,Value,Shrinkage,Epsilon_1_next,Epsilon_2_next,Epsilon_1_bound,Epsilon_2_bound
0,72671.71002565188,0,0.04539893480471573,0.19151546961226115,0.9210935710372341,1.4608424270601574
1,73418.49999565176,1,0.011601171620389405,0.03972696349957172,-6.661338147750939e-16,0.00999999999999085
2,74219.92647599764,1,0.007167451360017717,0.02741682391564031,-6.574601973952099e-16,0.01
3,74944.27470517479,1,0.00435811595538747,0.014185344917515975,-8.881784197001252e-16,0.009999999999999112
4,75090.32794164516,1,0.003212592990162551,0.00999999999999989,-7.105427357601002e-15,0.009999999999992895
5,75090.32794164516,0,0.0041538524076337475,0.013146750177610163,0.011050693882175722,0.021050693882175724
6,75206.92508307945,1,0.0010467084211391873,0.01,-4.354155924701786e-16,0.009999999999987352
7,75206.92508307948,0,0.0031981435922884835,0.012168536393362395,0.029925585755744562,0.039925585755744564
8,75206.92508307949,0,0.005162001817194019,0.019821674925418347,0.042256529944921795,0.02335886510729112
9,75206.92508307946,0,0.012604676912117916,0.031131520010412767,0.019844000173854015,0.05886754761931168
10,75324.99119115091,1,0.004266082392683176,0.01864778817421778,-3.2439329000766293e-16,0.009999999999999898
11,75394.05050516216,1,0.002717489404470861,0.01140283606621719,-1.9897278269453977e-15,0.00999999999999801
12,75527.82092848362,1,0.00010791104795412393,0.01,8.673617379884035e-18,0.010000000000000009
13,75527.82092848359,0,0.003705101386543282,0.011165353632632623,0.011557577485815216,0.021557577485815216
14,75527.82092848359,0,0.00639527080454343,0.019738810743267776,0.03467651740647227,0.04746828513983758
15,75527.82092848359,0,0.008229621083142636,0.03657607203850762,0.014908192344538662,0.024908192344538664
16,75597.56391011177,1,0.004655780824915706,0.018251607100956312,2.220446049250313e-16,0.027038179303192182
17,75597.56391011177,0,0.008836126338712995,0.031324011356115386,0.03186765624005272,0.041867656240052724
18,75597.56391011177,0,0.014721668599651341,0.05490014933980866,0.011919005786837475,0.04129899593963814
19,75597.56391011178,0,0.026857324255642162,0.08891690298669364,0.0609426985318926,0.09721218426536836
20,75660.53652408448,1,0.02789651347018171,0.12178439155009786,-1.9897278269453977e-15,0.009999999999998899
21,75660.5365240845,0,0.02731965655582455,0.07614275594090714,0.04099931315403538,0.18760534118987793
22,75857.72579554984,1,0.024199466176197573,0.06373973093456782,-2.1337098754514727e-16,0.07243182424048088
23,75857.7257955498,0,0.03779540537371052,0.124304925420925,0.07750414925530436,0.17381265037464488
24,75984.17616125922,1,0.0300989686257933,0.09722328500222799,-4.440892098500626e-16,0.01
25,75984.17616125928,0,0.04676000347793761,0.20328544577784236,0.030067464856593062,0.09721146809500268
26,76358.45890049728,1,0.02946567872298787,0.09169983271650715,-2.1316282072803006e-14,0.09255197377513724
27,76824.37691015285,1,0.008114796677693967,0.024695717477626028,-8.881784197001252e-16,0.009999999999975131
28,76824.37691015285,0,0.012938264784725598,0.04257118952684853,0.00809413694725336,0.06793565763426133
29,76824.37691015285,0,0.022077751046439754,0.06364868860781868,0.020307644909437046,0.06374537051427032
30,77451.02491679393,1,0.021635208201086907,0.08136912831731802,-3.751686461495041e-14,0.009999999999962483
31,77744.91092661212,1,0.008747208595551541,0.026198710756549053,-2.220446049250313e-16,0.01
32,77904.52225653967,1,0.003911986877001428,0.010000000000003553,-8.881784197001252e-16,0.009999999999999556
33,77904.52225653967,0,0.0074132102628791914,0.023436972980837065,0.037141508447625426,0.05776365646575309
34,77904.52225653967,0,0.014206546139071952,0.036271041479387846,0.050607956232534335,0.06060795623253434
35,77937.95509675736,1,0.00961881268569591,0.025062253864657987,-8.881784197001252e-16,0.01
36,78060.6325903157,1,0.007037887825949017,0.010000000000006842,2.3071822230491534e-16,0.010000000000000231
37,78060.63259031568,0,0.009855907991751093,0.026376280472697442,0.020025497968390045,0.0316864554261651
38,78060.6325903157,0,0.016939770754645016,0.039206193948692195,0.23225126082655478,0.2422512608265548
39,78060.63259031571,0,0.02245692193274477,0.0680665947802656,0.021042842132342976,0.05385980445186988
40,78115.75294194452,1,0.013873502283059896,0.04231213936931952,-2.220446049250313e-16,0.0167099183922077
41,78115.75294194453,0,0.02519602496726583,0.061349705429431044,0.040108250390589406,0.22230154883835085
42,78115.7529419445,0,0.03794622400809924,0.09790655240535838,0.04788946329240896,0.09464914800418844
43,78115.75294194449,0,0.05942515228427649,0.14826737830693304,0.03782062279978082,0.09784731225611676
44,78629.22022974427,1,0.04234033542517906,0.151652019440153,-3.441691376337985e-14,0.010000000000036424
45,78824.19305669365,1,0.032500355015416794,0.08529466302633296,-3.375077994860476e-14,0.009999999999999787
46,78996.50903122005,1,0.0187704683602692,0.04467209457187029,-1.4762496780562628e-15,0.009999999999998524
47,79065.01909066968,1,0.006027187746957124,0.015031555063238392,-1.3010426069826053e-16,0.00999999999999987
48,79236.16499874272,1,0.003140227287932085,0.01,-7.105427357601002e-15,0.009999999999990905
49,79236.16499874272,0,0.006829489479782217,0.01908190049204573,0.021049957208851056,0.031049957208851058
50,79236.16499874272,0,0.012457925001925352,0.032133815796003114,0.01503203309279911,0.02674316637160029
