0,1,2,3
45.029627636814475,45.3790335981602,45.1409307023339,44.8460167814741
45.313585081419134,44.6752055236103,44.437102627784,44.1421887069242
44.9524064305166,45.223529140156884,44.6763632071359,43.9234437776051
45.4131427308176,44.5648853968472,44.1695053955534,43.4165859660226
44.99361728360323,45.458772342333,45.1500124097054,43.8778297958567
54.194902690953384,40.7919629258288,40.5624769824721,39.3118634785737
41.9127632034891,64.54094166531053,41.9090289988626,40.4565516086916
45.026625957826,44.77753790490843,44.7505827344452,43.9976633049144
44.96336342529125,45.4582133074022,45.1567849132361,44.2034092272348
45.20002786787445,44.8674630806007,44.5587031479731,43.2865205341244
45.1428189249583,44.898812772631,44.8720209439185,43.6983837340948
44.57127683472769,46.6206682810054,46.2252882797117,45.4723688501809
44.7507818607339,44.8662165129095,47.80219314407243,43.2852739664332
44.95606745633121,45.5836112887329,45.339271325559,44.1070044741464
44.107901066368,44.2233357185436,-67.31970443225806,42.6423931720673
45.3024546078288,45.3480171842706,45.1099142884443,51.598476311767605
44.1134632182371,44.1980349214039,49.7439095135752,42.7290697946778
45.07194228140846,45.2557904520273,45.0114504888534,43.7791836374408
44.669519282522735,45.855531748923,45.8287399202105,44.6551027103868
45.7078187406367,39.585084201945136,45.658682223432,44.4850450136084
44.97317797157985,45.5835174331785,45.3711101497635,44.1145523064524
45.3036675076331,45.4191021598087,45.05006563062793,43.8381596133324
44.82494280634608,46.2175440336218,46.0051367502068,44.7485789068957
44.84471700029875,46.3010099804516,45.9056299791578,45.152710549627
44.6527360694346,47.330971114772986,44.4602748221775,43.2280079707649
45.03433461503103,45.4237582790079,45.179418315834,43.9471514644214
45.3365518624383,43.71350586246693,45.1072826323717,44.1539069463704
45.3181508391682,43.84861205808489,45.2022876491679,43.9516741452695
45.0640212559998,45.44007208525394,45.0148847387951,43.8412475289715
42.74436930192946,45.5980997930209,45.3599968971946,45.0650829763348
45.19404574888243,44.83729298392,44.4419129826262,43.6889935530954
45.041055155334014,45.4412256964378,45.1397973022717,44.1864216162704
45.1736371575018,44.316498341074606,45.1699029528753,43.7174255627043
45.0245114411203,44.91468473928913,44.8311861606683,43.5590035468196
44.7510834947021,44.7966460711439,44.5585431753176,55.631486931234974
45.05960881533354,45.3559558394105,45.1116158762366,43.8793490248239
44.0352750431445,51.27095000754628,43.9074394628963,42.6508816195852
45.215867800729754,44.8018073888593,44.6473569842126,43.3254227043603
43.969654083931,44.0542257870979,33.56693522252048,42.5852606603717
44.95464346516908,45.366509293365,45.1221693301911,43.8899024787785
44.9800633839376,45.0522225480371,51.450762280812754,43.7974184678697
45.69754256956112,41.9957579236362,41.7833506402212,40.5267927969101
44.6999289556275,44.772088119727,44.470659725561,59.75048493068948
45.11071107236006,45.1630799890756,45.0506411125056,43.5981637223345
43.6617463585423,43.7753691118986,52.56654839626003,42.2952696646435
44.95863949623532,45.746440668228,45.4376807356004,44.1654981217517
44.98894410247705,45.4705703050068,45.2581630215917,44.0016051782806
45.348904896013,45.4643395481885,45.155579615561,70.53963798562982
45.321087142352155,44.8369335889625,44.5281736563349,43.2559910424862
44.624122957809,46.750995798846084,44.4315826384245,44.1366687175648
45.05905562882378,45.2715298364893,45.033426940663,44.7385130198032
44.403341692947,50.89925413460294,44.3542051757423,43.1805679659187
44.5002591732524,47.20947565841893,44.2709899431858,43.3176142571845
44.977934489627245,45.6620451572134,45.3606167630473,44.407241077046
44.95324796288279,45.7386050414125,45.7118132127,44.5381760028763
45.334035272012436,44.7969861882053,44.7701943594928,43.5965571496691
45.27886998141137,44.5577771465788,44.4033267419321,43.0813924620799
45.220954004244945,44.9786222329905,44.7342822698166,43.502015418404
45.65578547718705,44.1885808958039,43.9761736123889,42.7196157690778
45.29794629117622,44.6409642251743,44.2455842238805,43.4926647943497
45.132549392448254,45.0935025591558,44.9810636825858,43.5285862924147
44.8360812586184,46.0055849568453,45.7041565626792,44.7507808766779
45.60805579433605,44.2819434465322,44.1274930418855,42.8055587620333
44.4742671023033,44.52614581822,66.11099559697321,43.0495390036335
